"V1","V2","V3","V4"
0.340266193403022,0.322039792155574,0.399286669912864,0.0788814746220626
0.0992028715871208,0.0888578710993005,0.108457893423041,0.0558111516649162
0.0404356419761506,0.0396755764005653,0.0431771937929727,0.0308712608972144
0.0116364380574076,0.0155603369264403,0.0134478634082053,0.00158689554758229
0.0954593023201465,0.115125419127158,0.155215953655573,0.148374676459044
0.0438845135940409,0.0179675800080254,0.0281477262864291,0.0198622676928862
0.0850723100224606,0.0861230470148136,0.0050457272793454,2.34749764287871e-05
0.0737604187543482,0.113287398931292,0.0951767883536607,0.515408946873796
0.364371328959967,0.38919779996459,0.504806302895944,0.11658952000074
0.0569485614278296,0.0752198157469531,0.0904296261175785,0.0285836640190948
0.0243442277245538,0.0417457375184166,0.0259924695781511,0.045474533237993
0.00635769035245764,0.00552534293940644,0.00987638379750383,0.0103501379710692
0.0231187659628656,0.0253178111375886,0.0476300529590972,0.0386637618588825
0.119143212413149,0.0432392275968378,0.0569368343984685,0.0534286218967771
0.117974840543309,0.0264409228770314,0.019995263713372,0.0355947029855091
0.0241653378365831,0.0685963145199844,0.067342688751562,0.434779616798398
0.0217019253939452,0.024175336436638,0.0156550184809541,0.0141488109314015
0.0216409100560812,0.0250765446582462,0.0279695082172562,0.020414352326959
0.0204320248458585,0.0314576684738566,0.0197634838405257,0.0189315575828099
0.0158546007163154,0.0138163560257215,0.0236814161751273,0.0147825259639257
0.0357532451879032,0.00634762072027306,0.0147549962271478,0.0099989705441728
0.529004150527764,0.451381628321087,0.332982731706919,0.28165788153028
0.190760427544844,0.0263040466025836,0.0411871500989933,0.0759300669372637
0.0329145473501529,0.123847168900989,0.183090573309596,0.328453200339811
0.362118277843448,0.374936906712271,0.413897913552639,0.225998585926679
0.101245786390668,0.0824941405979316,0.0677266735092555,0.0476606189751326
0.00915518096760051,0.0247888996911279,0.0262902220277484,0.0230946722405683
0.0178881236480321,0.0214386533277213,0.0137200476778068,0.0078341236010479
0.00941112050692103,0.0128689463527337,0.0166956862936168,0.0180536703695586
0.123386682223408,0.19677243017188,0.220180289656136,0.221152212946618
0.3516953221556,0.183274166007323,0.0963660916069892,0.194441533469986
0.00363746686124917,0.00544634466701102,0.0099386097317971,0.11192115001095
0.267078991486518,0.1947362594129,0.202133533750033,0.111465851094893
0.0715299865421532,0.0413932543222419,0.0532625571807417,0.0342551584968582
0.0150564847002258,0.0256678878508548,0.0201950093919939,0.0206344369539332
0.00983416327981712,0.00378140043859655,0.0159926375625982,0.0140037710562094
0.013398232346024,0.00979247544345094,0.00979880019363327,0.0112452987843386
0.260675911831925,0.325248091156387,0.230803179068948,0.183310722920832
0.232817279505691,0.0566474573490279,0.0457700005153505,0.0989010390943882
0.0256860448108448,0.073984834158199,0.117497795346011,0.226813601416739
0.406242392190024,0.320040794321674,0.262757670958741,0.213969129667239
0.127160600677876,0.0990178446285078,0.0713119357090286,0.0587543228984027
0.0136585332753519,0.0343404195861021,0.0308435923871153,0.0362904148650022
0.0122063603001077,0.0146931627685636,0.010261648240229,0.00821442476745069
0.0112165441160237,0.0129036127854649,0.0101354354309138,0.0163662243831535
0.317566985055807,0.315887597803628,0.300930144811154,0.246088374846984
0.140258125114105,0.115328010949576,0.103293449305748,0.14615211740916
0.00863137168706086,0.00966119113017039,0.0341574494224954,0.133207727356548
0.0172120582346397,0.01187607509657,0.00428693948905068,0.00602738196010881
0.00996396548941649,0.022818580319671,0.0128897626538179,0.0157289012722265
0.0231595465594649,0.0289628805201288,0.0185609656682243,0.10610775292032
0.00728767884320787,0.00801371336981741,0.008985566092528,0.0111260961475892
0.0662714091624585,0.0426815684686846,0.0954313732476895,0.0325290935582594
0.643181731456056,0.383870387153503,0.182452358810695,0.181544532045938
0.0015490623676988,0.0291742278691472,0.0768211292774726,0.00919179596783124
0.040773891410432,0.164879684066938,0.314805508392573,0.394504096914078
